id,date,month,day_of_week,mood,activity,circumplex.arousal,circumplex.valence,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,screen_activations,max_screen_duration_day_part,is_weekend,count_NaN,next_day_mood,3_day_valence,3_day_arousal_,3_day_screen,current_morning_mood,current_afternoon_mood,current_evening_mood,current_night_mood,mood_2_day_avg,mood_3_day_avg,mood_5_day_avg,mood_7_day_avg,evening_screentime,temp,sun_hours,sun_percentage,rain,clouds,rain_weather_interaction,sun_weather_interaction,SP500 Change,Stock_App_SP500_interaction,Circumplexity_Interaction
AS14.01,2014-03-29,3,6,8.0,0.0682028101018696,0.2,1.0,8322.6219997406,4.0,1.0,1952.63,2720.692,1627.429,,,,169.594,472.888,52.435,,600.637,,64.0,evening,yes,13,7.5,0.6666666666666666,-0.1999999999999999,12929.813333113989,8.0,9.0,7.5,,6.7,6.666666666666667,6.55,6.564285714285714,3931.845000267025,199.0,59.0,46.0,0.0,4.0,,,,,0.2
AS14.01,2014-03-30,3,7,7.5,0.049092970521542,-0.5,0.75,4523.214000940327,,,414.36500000000007,1298.505,1535.677,,,,74.003,167.685,,66.477,38.296,,27.0,night,yes,12,7.4,0.7999999999999999,-0.0666666666666666,10229.42033290863,8.0,7.5,7.0,,7.2,7.133333333333333,6.95,6.792857142857143,1098.3720002174375,201.0,74.0,57.0,0.0,5.0,,,,,-0.375
AS14.01,2014-03-31,3,1,7.4,0.0705054808833895,0.0,0.6,11836.83400034904,6.0,,2961.405,5332.637000000001,1758.92,41.255,51.176,,268.55400000000003,1350.655,183.381,29.29,210.305,,124.0,evening,no,11,6.0,0.7833333333333333,-0.3,5923.108333428703,7.0,7.0,8.0,,7.75,7.3,7.1,6.892857142857143,8463.04000020027,189.0,82.0,63.0,0.0,2.0,,,0.0079241022070266,0.326908836550885,0.0
AS14.01,2014-04-01,4,2,6.0,0.118443242712736,0.2,0.0,17173.906002044678,1.0,,1385.517,6095.526,1030.637,547.8259999999999,234.741,92.388,121.19,5040.067000000001,1614.621,,517.636,,190.0,evening,no,10,6.5,0.7833333333333333,-0.0999999999999999,8227.556667009989,7.0,6.0,5.0,,7.45,7.633333333333333,7.26,7.092857142857143,6588.799000978464,190.0,69.0,53.0,0.0,3.0,,,0.0070393485966973,3.856338184334296,0.0
AS14.01,2014-04-02,4,3,6.5,0.1019166106382234,0.3333333333333333,0.6666666666666666,21358.510999917988,4.0,,3614.349,6920.155999999999,1343.376,247.777,,90.481,541.541,3428.792,,,341.371,,226.0,evening,no,9,6.4,0.45,-0.0999999999999999,11177.984667778015,6.0,7.0,6.5,,6.7,6.966666666666666,7.06,6.985714285714287,12258.989000320438,214.0,81.0,62.0,0.0,4.0,,,0.0028533268419763,0.7069887649243783,0.2222222222222222
AS14.01,2014-04-03,4,4,6.4,0.049238472708441,-1.2,0.0,21401.835000753403,4.0,,2321.464,14438.082,1293.631,76.234,,,213.902,3154.241,19.082,,182.772,,268.0,evening,no,8,6.2,0.4222222222222222,0.1777777777777777,16789.7503341039,7.0,6.5,6.0,,6.25,6.633333333333333,7.080000000000001,6.971428571428571,7366.870000123977,140.0,0.0,0.0,0.0,8.0,,,-0.0011264502910314,-0.0858738114864894,-0.0
AS14.01,2014-04-04,4,5,6.2,0.1266893112073258,0.2,0.4,12379.411000013357,2.0,1.0,1957.829,5481.628,1545.227,,,,176.80100000000002,2086.197,158.241,,128.692,,154.0,morning,no,7,6.8,0.2222222222222222,-0.2222222222222222,19978.084000905357,6.0,6.0,6.5,,6.45,6.3,6.760000000000001,6.885714285714286,4001.812000989918,170.0,72.0,55.0,0.0,4.0,,,-0.0125372880054578,,0.08
AS14.01,2014-04-05,4,6,6.8,0.1190023022034455,-0.4,0.6,3340.4309999942784,,,15159.19,1885.409,76.369,,,,81.133,363.208,187.945,,118.956,,63.0,afternoon,yes,6,6.5,0.3555555555555555,-0.2222222222222222,18379.91900022825,6.0,7.5,6.5,,6.300000000000001,6.366666666666667,6.5,6.857142857142857,1370.280999422073,161.0,0.0,0.0,6.0,7.0,,,,,-0.24
AS14.01,2014-04-06,4,7,6.5,0.0644077994424681,-0.75,0.5,7467.321999788283,4.0,,4548.662,3355.743,187.214,,114.406,,119.12,321.46,,,46.249,,91.0,evening,yes,5,6.5,0.3333333333333333,-0.4666666666666666,12373.892333587011,,6.5,6.5,,6.5,6.466666666666666,6.38,6.685714285714286,3824.784000158308,206.0,30.0,22.0,148.0,7.0,,,,,-0.375
AS14.01,2014-04-07,4,1,6.5,0.0506706211743178,-0.6666666666666666,0.25,9846.38099980354,1.0,,927.377,7355.014999999999,447.121,46.128,,17.107,170.348,1475.418,60.247,,205.81100000000004,,122.0,afternoon,no,4,6.6,0.5,-0.3166666666666666,7729.05466659864,6.0,7.0,6.5,,6.65,6.5,6.48,6.542857142857144,4207.87799978256,132.0,62.0,46.0,69.0,5.0,,,-0.0107501123941728,-0.4958811845184073,-0.1666666666666666
AS14.01,2014-04-08,4,2,6.6,0.0753270582613484,-0.4,0.3333333333333333,15101.13200187683,1.0,,892.6890000000001,9477.553,3466.4790000000003,19.131,,,209.51399999999995,2655.121,,,36.143,,212.0,evening,no,3,7.4,0.45,-0.6055555555555555,6884.711333195369,7.0,7.0,6.0,,6.5,6.6000000000000005,6.48,6.414285714285716,5445.910000801087,137.0,110.0,82.0,0.0,4.0,,,0.0037505537703756,0.0717518441810574,-0.1333333333333333
AS14.01,2014-04-09,4,3,7.4,0.1203841145323287,-0.8,1.0,13558.28900098801,4.0,,1638.6170000000002,6177.076,940.77,,,,346.654,2826.3500000000004,,,577.359,,201.0,evening,no,2,7.4,0.3611111111111111,-0.6055555555555555,10804.945000489552,7.0,8.0,7.0,,6.55,6.533333333333334,6.5200000000000005,6.5,5825.776000738145,146.0,15.0,11.0,0.0,8.0,,,0.0109182127043403,,-0.8
AS14.01,2014-04-10,4,4,7.4,0.078963105194891,-0.4,0.8,9296.09899926186,7.0,,715.3549999999999,4881.411,1858.893,,1.059,23.195,107.919,1174.717,,,377.687,,92.0,night,no,1,7.0,0.5277777777777778,-0.6222222222222222,12835.267334222794,6.0,7.5,8.0,,7.0,6.833333333333333,6.76,6.628571428571429,1348.3389992713942,155.0,59.0,43.0,0.0,5.0,,,-0.0208847955509128,,-0.32
AS14.01,2014-04-11,4,5,7.0,0.0799862020730605,-1.2,0.8,10526.846000194551,,,3369.031,3336.592000000001,1976.138,94.093,,,51.452,596.807,34.234,,214.648,,123.0,evening,no,0,7.25,0.7111111111111111,-0.5333333333333333,12651.8400007089,7.0,7.0,7.0,,7.4,7.133333333333333,6.880000000000001,6.771428571428571,5395.27200031281,150.0,67.0,49.0,0.0,4.0,,,-0.0094867736625443,-0.8926389942297862,-0.96
AS14.01,2014-04-12,4,6,7.25,0.0722490614703181,-0.75,0.75,11750.809000968926,,,302.4459999999999,6595.083,2186.482,,,,79.033,264.432,5.031,,352.392,,47.0,morning,yes,-1,8.0,0.8666666666666667,-0.8000000000000002,11127.078000148142,7.0,7.0,8.0,,7.2,7.266666666666667,6.980000000000001,6.885714285714286,2580.345000267026,134.0,97.0,71.0,-1.0,6.0,,,,,-0.5625
AS14.01,2014-04-13,4,7,8.0,0.0140213289543707,-1.25,1.0,2005.7509992122657,,,447.4149999999999,1096.7949999999998,249.392,82.413,,,94.209,34.501999999999995,,,,,35.0,evening,yes,-2,7.2,0.7833333333333333,-0.7833333333333333,10524.584666808449,8.0,8.0,8.0,,7.125,7.216666666666666,7.130000000000001,6.95,1144.353999853134,116.0,71.0,51.0,8.0,5.0,,,,,-1.25
AS14.01,2014-04-14,4,1,7.2,0.0838873144698841,-1.2,0.6,17985.44799923897,1.0,1.0,961.581,6486.284000000001,6265.5560000000005,89.32300000000001,,,145.09600000000003,2921.985,29.104,,986.014,,130.0,morning,no,-3,6.4,0.85,-1.0666666666666669,8094.468666791915,6.0,7.5,7.5,,7.625,7.416666666666667,7.409999999999999,7.164285714285714,5400.715000391005,111.0,57.0,41.0,-1.0,5.0,,,0.0082172862255087,0.7339926575211198,-0.72
AS14.01,2014-04-15,4,2,6.4,0.0901121527807252,0.0,0.8,13585.222998380666,8.0,1.0,1596.356,6224.231,944.522,13.043,,,110.415,4428.210000000001,8.363,,279.79299999999995,,134.0,evening,no,-4,7.2,0.7833333333333333,-1.0666666666666669,10580.669333140057,7.0,7.0,5.5,,7.6,7.483333333333333,7.37,7.264285714285714,9089.217999935156,148.0,130.0,93.0,0.0,0.0,,,0.0067573077914855,0.0881355655243458,0.0
AS14.01,2014-04-16,4,3,7.2,0.1161103361271222,0.75,0.5,12522.474998950958,,1.0,923.613,5175.0160000000005,426.734,,,,40.784,1912.852,,,223.587,,165.0,evening,no,-5,6.6,0.7999999999999999,-0.8166666666666668,11192.140665610634,7.0,7.5,7.0,,6.800000000000001,7.2,7.17,7.235714285714286,5161.23299980164,174.0,61.0,44.0,16.0,5.0,,,0.0104884905586892,,0.375
AS14.01,2014-04-17,4,4,6.6,0.0569178566720968,-0.4,0.6,15018.480000734338,2.0,,552.201,11853.339,142.241,,,,53.763000000000005,2107.146,,,49.718,,100.0,evening,no,-6,6.8,0.6333333333333333,-0.15,14697.7153321902,6.5,7.0,6.5,,6.800000000000001,6.933333333333334,7.209999999999999,7.207142857142857,7663.482999324806,118.0,45.0,32.0,9.0,6.0,,,0.0013638529097057,,-0.24
AS14.01,2014-04-18,4,5,6.8,0.094033006694976,-0.8,0.8,13490.728999614706,1.0,,1860.898,5341.656999999999,774.354,119.163,,,47.789,1993.9220000000005,63.874,,88.68,,86.0,evening,no,-7,7.8,0.6333333333333333,0.1166666666666666,13708.725999355322,6.0,7.0,7.0,,6.9,6.733333333333334,7.08,7.092857142857143,6061.251999855038,154.0,101.0,71.0,3.0,3.0,,,,,-0.6400000000000001
AS14.01,2014-04-19,4,6,7.8,0.0994319117238402,-0.2,1.0,13293.2480006218,1.0,,946.19,2728.26,469.274,95.629,29.084,,31.482,396.672,128.89,,305.796,,82.0,evening,yes,-8,7.25,0.6333333333333334,-0.15,13677.227999766668,7.0,8.0,8.0,,6.699999999999999,6.866666666666666,6.840000000000001,7.064285714285715,11097.576000213629,212.0,94.0,66.0,0.0,3.0,,,,,-0.2
AS14.01,2014-04-20,4,7,7.25,0.0748162430431159,-0.25,0.75,8343.518000364305,2.0,2.0,897.086,4984.723999999999,727.492,10.606,,,34.202,2237.742,,,121.035,,89.0,evening,yes,-9,7.6,0.7999999999999999,-0.4666666666666667,13934.152333656946,,7.333333333333333,7.0,,7.3,7.066666666666666,6.959999999999999,7.142857142857143,3436.5550005435957,154.0,33.0,23.0,5.0,6.0,,,,,-0.1875
AS14.01,2014-04-21,4,1,7.6,0.1020410589682471,-0.25,1.0,3832.9909992218018,2.0,,3442.2319999999995,2004.347,74.88000000000001,33.266,,,58.04899999999999,428.972,68.278,,210.882,,59.0,evening,no,-10,7.4,0.85,-0.4166666666666667,11709.165000200272,8.0,7.0,8.0,,7.525,7.283333333333334,7.13,7.035714285714286,1987.8929996490476,175.0,84.0,59.0,0.0,5.0,,,0.003775123551313,0.1255832600579796,-0.25
AS14.01,2014-04-22,4,2,7.4,0.091929551822292,0.2,1.0,15490.269999265667,2.0,,2212.954,11360.913,1101.017,38.453,,,63.16,1422.5479999999998,,,423.215,,183.0,evening,no,-11,7.6,0.9166666666666666,-0.2333333333333333,8489.919000069302,8.0,7.0,7.5,,7.425,7.55,7.209999999999999,7.092857142857143,6786.878998756408,202.0,107.0,74.0,0.0,4.0,,,0.0040921390251265,0.1573550219331895,0.2
AS14.01,2014-04-23,4,3,7.6,0.0459856891337655,0.2,1.0,14535.339999437332,1.0,,1130.842,8928.472000000002,347.427,18.051,,,42.398,526.598,,,246.944,,150.0,evening,no,-12,7.6,0.9166666666666666,-0.0999999999999999,9222.259666283926,7.0,8.0,8.0,,7.5,7.416666666666667,7.369999999999999,7.235714285714286,8794.101000308994,195.0,22.0,15.0,83.0,5.0,,,-0.0022133138632202,-0.039952528544988,0.2
AS14.01,2014-04-24,4,4,7.6,0.0509029881940343,-0.4,1.0,22086.478000164043,1.0,,1466.2710000000002,9692.133000000002,4464.975,209.937,,,31.933,2688.5360000000005,51.184,,716.1970000000001,,107.0,evening,no,-13,7.2,1.0,0.05,11286.200332641602,7.0,8.0,7.5,,7.5,7.533333333333334,7.529999999999999,7.292857142857144,8577.175000429155,231.0,101.0,70.0,12.0,4.0,,,0.0017169605671216,0.3604535505798226,-0.4
AS14.01,2014-04-25,4,5,7.2,0.1090610636368274,-0.2,0.8,13973.941999673843,2.0,1.0,817.613,7279.144,650.8319999999999,21.071,,,68.847,2227.694,63.316,,347.97400000000005,,141.0,evening,no,-14,7.6,1.0,0.0,17370.69599962235,7.0,7.0,7.5,,7.6,7.533333333333334,7.49,7.435714285714285,5352.976999282833,179.0,56.0,38.0,0.0,6.0,,,-0.0080963909784891,-0.1705990543077444,-0.16
AS14.01,2014-04-26,4,6,7.6,0.2142487716242349,-0.2,1.0,15482.018999338148,3.0,4.0,864.5190000000001,2567.857,125.556,27.267,,,46.205,2368.377,470.7729999999999,3.148,315.7629999999999,,70.0,afternoon,yes,-15,7.5,0.9333333333333332,-0.1333333333333333,16865.25333309174,7.0,7.5,8.0,,7.4,7.466666666666666,7.479999999999999,7.492857142857142,2761.085999727249,153.0,14.0,10.0,20.0,6.0,,,,,-0.2
AS14.01,2014-04-27,4,7,7.5,0.0304789237989636,0.0,1.0,5700.562000036243,,,1291.314,2431.498,1510.221,,,,1056.6839999999995,27.47,,,60.338,,53.0,afternoon,yes,-16,7.6,0.9333333333333332,-0.2666666666666666,17180.812999725345,7.0,7.5,8.0,,7.4,7.466666666666666,7.479999999999999,7.464285714285714,1705.0919997692104,159.0,6.0,4.0,-1.0,7.0,,,,,0.0
AS14.01,2014-04-28,4,1,7.6,0.0196753225383989,-0.8,0.8,10807.829999685284,2.0,,1312.001,4697.372,1548.438,465.253,,,72.584,2423.9329999999995,,,380.1930000000001,,89.0,afternoon,no,-17,7.0,0.9333333333333332,-0.1333333333333333,11718.840999682743,8.0,7.5,7.5,,7.55,7.433333333333334,7.5,7.5,4050.2499990463257,157.0,29.0,20.0,12.0,7.0,,,0.0032360358580392,1.5055753910603218,-0.6400000000000001
AS14.01,2014-04-29,4,2,7.0,0.1027582485295044,-0.25,1.0,7873.291999101639,,,5289.9130000000005,3834.645,1562.533,,333.305,,40.472,411.485,41.982,,410.436,,102.0,afternoon,no,-18,7.8,0.9333333333333332,-0.3333333333333333,10663.470333019892,6.0,6.5,8.0,,7.55,7.566666666666666,7.5,7.5,2428.763000249864,155.0,8.0,5.0,0.0,8.0,,,0.0047607570692913,,-0.25
AS14.01,2014-04-30,4,3,7.8,0.1510514590407472,-0.4,0.75,9175.6049990654,1.0,,844.9630000000002,3550.6180000000004,504.862,375.022,,,185.783,89.16599999999998,272.798,,112.295,,115.0,evening,no,-19,8.0,0.9333333333333332,-0.35,8127.227999607722,8.0,7.5,8.0,,7.3,7.366666666666666,7.38,7.442857142857143,5717.372998952866,173.0,38.0,26.0,27.0,7.0,,,0.0029920169771406,1.122072190801255,-0.3
AS14.01,2014-05-01,5,4,8.0,0.037065268147657,-0.4,1.0,15516.951998472214,7.0,4.0,1876.113,8191.41,470.866,1321.104,,28.098,44.43,4918.942,,,269.569,,191.0,evening,no,-20,7.6,0.85,-0.4833333333333334,9285.575665950775,8.0,8.0,8.0,,7.4,7.466666666666666,7.5,7.471428571428571,5471.2869992256165,129.0,26.0,17.0,-1.0,6.0,,,-0.000143261481426,-0.1892633161579085,-0.4
AS14.01,2014-05-02,5,5,7.6,0.0773410192967756,-0.2,1.0,15088.51900076866,,,795.436,7925.918,352.88800000000003,1069.748,,,32.443,771.266,,,11.083,,125.0,evening,no,-21,8.0,0.9166666666666666,-0.35,10855.282998879751,7.0,8.0,7.0,,7.9,7.6,7.58,7.528571428571429,9862.20400094986,135.0,93.0,62.0,0.0,2.0,,,-0.0013484450597095,-1.442496405734168,-0.2
AS14.01,2014-05-03,5,6,8.0,0.071740884895172,-0.2,1.0,8186.036000728605,,1.0,753.2569999999998,4539.775999999999,2761.9500000000003,296.313,,,40.569,205.602,143.631,30.102,125.60500000000002,,75.0,morning,yes,-22,8.0,0.9166666666666666,-0.3333333333333333,13260.35866610209,8.0,8.0,8.0,,7.799999999999999,7.8,7.6,7.585714285714286,1956.856999874114,127.0,66.0,44.0,0.0,5.0,,,,,-0.2
AS14.01,2014-05-04,5,7,8.0,0.1361918083770383,-0.5,1.0,5889.194999456405,,,1758.438,3381.6890000000003,928.406,,,,35.525000000000006,494.677,,,,,64.0,afternoon,yes,-23,,1.0,-0.2666666666666666,12930.50233332316,,,,,7.799999999999999,7.866666666666667,7.68,7.642857142857143,,185.0,97.0,64.0,0.0,4.0,,,,,-0.5
AS14.02,2014-03-16,3,7,6.333333333333333,,0.0,0.0,4902.626999616626,4.0,1.0,2437.046,3151.829,88.392,,,,408.106,181.591,,,,,125.0,night,yes,4,6.75,0.0,0.0,3457.210000753403,,7.0,6.0,,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,1328.498999118804,118.0,0.0,0.0,0.0,8.0,,,,,0.0
AS14.02,2014-03-17,3,1,6.75,0.1680684149503257,0.5,0.5,10159.769001245491,4.0,,1229.347,4518.116,2511.178,,,,103.69899999999998,103.028,,,,,133.0,morning,no,3,8.2,0.0,0.0,3939.015667041144,7.0,8.0,6.0,,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,3569.835000753399,110.0,5.0,4.0,21.0,7.0,,,0.0096136346292403,,0.25
AS14.02,2014-03-18,3,2,8.2,0.2194843842554375,0.6,0.8,4512.4710013866425,15.0,1.0,2604.521,3933.081,88.943,,,,88.72200000000001,212.364,,,,,164.0,morning,no,2,6.8,0.25,0.25,6790.550333976746,8.0,8.0,8.5,,6.541666666666666,6.541666666666666,6.541666666666666,6.541666666666666,355.0640003681184,135.0,62.0,51.0,-1.0,4.0,,,0.0072196189337276,,0.48
AS14.02,2014-03-19,3,3,6.8,0.3156317568506431,0.4,0.4,8182.757000207905,5.0,1.0,1554.558,2596.989,196.139,,,,105.536,47.815,567.165,,,,165.0,afternoon,no,1,7.25,0.4333333333333333,0.3666666666666667,6524.955667416255,8.0,6.5,6.5,,7.475,7.094444444444444,7.094444444444444,7.094444444444444,2222.518001079559,200.0,113.0,93.0,0.0,2.0,,,-0.0061316493356923,,0.16
AS14.02,2014-03-20,3,4,7.25,0.2390249602103473,-0.5,0.75,4360.33400130272,10.0,1.0,1777.977,2154.371,148.18,,,,86.857,131.59799999999998,,,,,127.0,night,no,0,7.5,0.5666666666666668,0.5,7618.332334280014,7.0,7.0,7.5,,7.5,7.25,7.020833333333333,7.020833333333333,1151.7770004272463,118.0,45.0,37.0,211.0,5.0,,,0.006040504799839,,-0.375
AS14.02,2014-03-21,3,5,7.5,0.2896279249001074,-0.75,0.75,11155.850999116894,10.0,1.0,2230.303,2858.4460000000004,459.604,,,,37.944,388.021,442.2960000000001,,,,148.0,afternoon,no,-1,6.5,0.65,0.1666666666666666,5685.187334299088,,7.0,8.0,,7.025,7.416666666666667,7.0666666666666655,7.0666666666666655,3352.464000463477,106.0,34.0,28.0,1.0,4.0,,,-0.0029326714097337,,-0.5625
